category,subcategory,activity_amount,activity_unit,true_emission_factor,calculated_carbon_kg,noisy_carbon_kg,data_source,uncertainty
Transportation,gasoline_car,126.08473756795733,mile,0.404,50.938233977454765,54.9816783729064,EPA,7.937935966215992
Transportation,gasoline_car,417.17206929042675,mile,0.404,168.53751599333242,157.21689023218082,EPA,6.716976748132127
Transportation,gasoline_car,209.23752609963134,mile,0.404,84.53196054425106,91.97149280396367,EPA,8.800851431593305
Transportation,gasoline_car,74.22664048433124,mile,0.404,29.987562755669824,28.440010879228918,EPA,5.160645728530594
Transportation,gasoline_car,395.0230371188552,mile,0.404,159.5893069960175,168.14472825930673,EPA,5.360898812288668
Transportation,gasoline_car,304.5172777038952,mile,0.404,123.02498019237368,124.2300771140283,EPA,0.9795546561114856
Transportation,gasoline_car,91.82820842108683,mile,0.404,37.09859620211908,37.2984290777597,EPA,0.5386534696674108
Transportation,gasoline_car,11.005627224234155,mile,0.404,4.446273398590599,4.350113165928341,EPA,2.162715245822264
Transportation,gasoline_car,18.936617614629448,mile,0.404,7.650393516310298,7.613517795898335,EPA,0.4820107662873262
Transportation,gasoline_car,117.87977911163554,mile,0.404,47.623430761100764,45.76321808117596,EPA,3.9060870882159224
Transportation,gasoline_car,35.10863662379458,mile,0.404,14.183889196013011,12.896737380898296,EPA,9.074745278442558
Transportation,gasoline_car,369.3771891487311,mile,0.404,149.22838441608735,164.03353053447535,EPA,9.921132749857705
Transportation,gasoline_car,317.8730023537803,mile,0.404,128.42069295092725,123.74400478812575,EPA,3.6416936050863518
Transportation,gasoline_car,18.162839432171083,mile,0.404,7.337787130597118,6.709254979080669,EPA,8.56569072296462
Transportation,gasoline_car,17.18666884265437,mile,0.404,6.943414212432366,7.021757425523566,EPA,1.1283096570981535
Transportation,gasoline_car,45.04169992965633,mile,0.404,18.19684677158116,19.5585802282081,EPA,7.483348481856872
Transportation,gasoline_car,264.7214602192407,mile,0.404,106.94746992857326,108.0720249784135,EPA,1.0515022474036022
Transportation,gasoline_car,72.53148116929506,mile,0.404,29.302718392395207,26.869673672311404,EPA,8.303136546932926
Transportation,gasoline_car,24.53925836869575,mile,0.404,9.913860380953084,8.932450844924768,EPA,9.899368140324434
Transportation,gasoline_car,177.63304636158054,mile,0.404,71.76375073007854,65.83433125368981,EPA,8.262415796368787
Transportation,gasoline_car,281.06238493547824,mile,0.404,113.54920351393321,124.20720754797365,EPA,9.386242883449764
Transportation,gasoline_car,187.94568114989835,mile,0.404,75.93005518455894,69.34215689243958,EPA,8.676272229891744
Transportation,gasoline_car,38.86217305666314,mile,0.404,15.700317914891908,14.505246399410273,EPA,7.611766347406873
Transportation,gasoline_car,320.7980664551035,mile,0.404,129.60241884786183,140.80242916881932,EPA,8.641821981814243
Transportation,gasoline_car,465.73363919347486,mile,0.404,188.15639023416387,199.79245382155418,EPA,6.1842510758784375
Transportation,gasoline_car,396.73733647249986,mile,0.404,160.28188393488995,145.1438268869582,EPA,9.444646317035525
Transportation,gasoline_car,142.59213803495774,mile,0.404,57.60722376612293,60.5862002433506,EPA,5.1711856299860814
Transportation,gasoline_car,301.2223751574137,mile,0.404,121.69383956359513,130.86763479260344,EPA,7.538422044950136
Transportation,gasoline_car,455.32051121402185,mile,0.404,183.94948653046484,187.4648555688614,EPA,1.9110512916894487
Transportation,gasoline_car,214.65098391326092,mile,0.404,86.71899750095741,93.42791463957961,EPA,7.736386872493687
Transportation,diesel_car,369.84183888963463,mile,0.463,171.23677140590084,167.91310279669943,EPA,1.9409783202014235
Transportation,diesel_car,199.9564613116763,mile,0.463,92.57984158730613,91.29153441409822,EPA,1.3915633804503666
Transportation,diesel_car,130.5886812111579,mile,0.463,60.46255940076611,61.039269118222414,EPA,0.9538294825293089
Transportation,diesel_car,198.56672094482613,mile,0.463,91.9363917974545,89.45107557258036,EPA,2.7032997230841427
Transportation,diesel_car,104.4188131298804,mile,0.463,48.34591047913463,47.688822566407474,EPA,1.3591385625279433
Transportation,diesel_car,439.3193203205568,mile,0.463,203.4048453084178,186.73075720653608,EPA,8.197488155505445
Transportation,diesel_car,413.2848858406436,mile,0.463,191.350902144218,194.71158382982222,EPA,1.7562925745034275
Transportation,diesel_car,285.05961655306976,mile,0.463,131.9826024640713,131.04288330700527,EPA,0.7120022938794907
Transportation,diesel_car,103.71478997809247,mile,0.463,48.01994775985681,46.78780511456255,EPA,2.565897512958757
Transportation,diesel_car,282.79945139254596,mile,0.463,130.93614599474878,132.91227778489556,EPA,1.5092332030500069
Transportation,diesel_car,454.7085016945119,mile,0.463,210.530036284559,229.22624346624949,EPA,8.88054147125121
Transportation,diesel_car,128.31633430446266,mile,0.463,59.41046278296621,62.082764450439775,EPA,4.498032067576735
Transportation,diesel_car,170.73422577643288,mile,0.463,79.04994653448843,77.79911625492916,EPA,1.5823290645915193
Transportation,diesel_car,48.11603866264617,mile,0.463,22.277725900805176,20.986034246325044,EPA,5.798130654051397
Transportation,diesel_car,328.8515499347124,mile,0.463,152.25826761977186,160.3195411999103,EPA,5.294473466800191
Transportation,diesel_car,69.57410962252288,mile,0.463,32.21281275522809,31.663980014287322,EPA,1.7037715554711879
Transportation,diesel_car,68.54614045755949,mile,0.463,31.736863031850046,28.700764812577695,EPA,9.56647232659833
Transportation,diesel_car,139.046687848702,mile,0.463,64.37861647394902,70.14497353126518,EPA,8.956944670672643
Transportation,diesel_car,452.66944038302915,mile,0.463,209.5859508973425,217.22536521470656,EPA,3.645003057054102
Transportation,diesel_car,129.19062714923055,mile,0.463,59.815260370093746,60.7525636223655,EPA,1.566996860788361
Transportation,diesel_car,104.22345869149942,mile,0.463,48.255461374164234,46.75399060468151,EPA,3.1115043286822726
Transportation,diesel_car,170.71463165844133,mile,0.463,79.04087445785834,86.01588375157819,EPA,8.824559876850383
Transportation,diesel_car,17.550205462274533,mile,0.463,8.12574512903311,7.4803273372007055,EPA,7.942875165089052
Transportation,diesel_car,205.25149449829897,mile,0.463,95.03144195271243,100.39384529093603,EPA,5.6427675178199745
Transportation,diesel_car,25.26336996516831,mile,0.463,11.696940293872927,10.689387905089893,EPA,8.613811505140443
Transportation,diesel_car,247.4626133275012,mile,0.463,114.57518997063306,103.74079675963739,EPA,9.456142480560278
Transportation,diesel_car,382.2383197412478,mile,0.463,176.97634204019772,187.22966715784395,EPA,5.793613428464538
Transportation,diesel_car,67.51734950633892,mile,0.463,31.26053282143492,29.694858682627988,EPA,5.008469138227139
Transportation,diesel_car,27.05810019514704,mile,0.463,12.52790039035308,12.842858536880122,EPA,2.514053725790881
Transportation,diesel_car,440.9563418500682,mile,0.463,204.16278627658158,222.6257632077936,EPA,9.04326261799739
Transportation,diesel_car,88.5631344116279,mile,0.463,41.00473123258372,38.12583118769089,EPA,7.020897243694554
Transportation,diesel_car,147.10782382813915,mile,0.463,68.11092243242842,63.55785318592375,EPA,6.684785764018527
Transportation,diesel_car,394.56874113991336,mile,0.463,182.6853271477799,200.46138461269078,EPA,9.730424299774915
Transportation,diesel_car,420.8725690783331,mile,0.463,194.86399948326823,185.79566393811893,EPA,4.653674136421458
Transportation,diesel_car,148.72206866532395,mile,0.463,68.85831779204499,64.12492172987281,EPA,6.874109350837224
Transportation,diesel_car,230.53622901218722,mile,0.463,106.73827403264269,107.50134230222068,EPA,0.7148965790327694
Transportation,diesel_car,209.6957946366507,mile,0.463,97.08915291676928,97.29083890413246,EPA,0.20773277065881376
Transportation,diesel_car,233.81994149165138,mile,0.463,108.25863291063459,101.06385476001323,EPA,6.645916318341569
Transportation,diesel_car,442.07490032072684,mile,0.463,204.68067884849654,224.63908437198666,EPA,9.750996349911079
Transportation,diesel_car,199.7670165020825,mile,0.463,92.4921286404642,91.43950971289115,EPA,1.1380632525658427
Transportation,diesel_car,191.95419091034427,mile,0.463,88.8747903914894,80.68799678763625,EPA,9.211603839278489
Transportation,diesel_car,82.15355826036547,mile,0.463,38.03709747454921,36.61796239187482,EPA,3.730923695279178
Transportation,diesel_car,343.76710082707496,mile,0.463,159.1641676829357,157.17338237026115,EPA,1.250774807958225
Transportation,diesel_car,436.9963726339103,mile,0.463,202.32932052950048,220.52851908564617,EPA,8.994839951282378
Transportation,diesel_car,407.77450118561404,mile,0.463,188.7995940489393,183.97257577845713,EPA,2.5566889032774855
Transportation,diesel_car,326.68558538098375,mile,0.463,151.25542603139547,164.52426115336,EPA,8.772468843008882
Transportation,diesel_car,327.12086696957977,mile,0.463,151.45696140691544,140.54586511874288,EPA,7.204090315042041
Transportation,diesel_car,47.74264975985341,mile,0.463,22.10484683881213,21.22268072990954,EPA,3.990826606197801
Transportation,diesel_car,434.69449711751474,mile,0.463,201.26355216540932,187.7169439614907,EPA,6.730780639698382
Transportation,diesel_car,434.7916166307379,mile,0.463,201.30851850003165,198.33024427020672,EPA,1.479457626540759
Transportation,diesel_car,373.38467692280966,mile,0.463,172.87710541526087,187.4071999477301,EPA,8.404869168515463
Transportation,diesel_car,47.95205915192252,mile,0.463,22.201803387340128,20.003075487343065,EPA,9.903375242259905
Transportation,diesel_car,412.41742346328675,mile,0.463,190.94926706350176,174.90983248919548,EPA,8.399840869235826
Transportation,diesel_car,74.12151229684272,mile,0.463,34.318260193438185,32.50864855085395,EPA,5.2730285054783845
Transportation,diesel_car,150.95278660130322,mile,0.463,69.8911401964034,75.57012028388367,EPA,8.12546493235277
Transportation,diesel_car,383.0648125271046,mile,0.463,177.35900820004943,169.13459987293166,EPA,4.637152863327457
Transportation,diesel_car,295.52370214547665,mile,0.463,136.8274740933557,147.12660812995858,EPA,7.527095055175765
Transportation,diesel_car,34.87793349180255,mile,0.463,16.148483206704583,17.712625265520096,EPA,9.685999847751068
Transportation,diesel_car,376.9156949937085,mile,0.463,174.51196678208703,191.11049510046163,EPA,9.511398343874706
Transportation,diesel_car,447.2409868382573,mile,0.463,207.07257690611314,212.76437906088464,EPA,2.748699146846548
Transportation,diesel_car,278.90801037158934,mile,0.463,129.13440880204587,120.2762358383957,EPA,6.859653477199195
Transportation,diesel_car,450.25361802995894,mile,0.463,208.467425147871,222.85890773322384,EPA,6.903468287740688
Transportation,diesel_car,97.62564706583652,mile,0.463,45.20067459148231,48.744598717199274,EPA,7.840423086041255
Transportation,diesel_car,458.4640597827752,mile,0.463,212.26885967942493,227.98824592392282,EPA,7.405413242544287
Transportation,diesel_car,367.659528911299,mile,0.463,170.22636188593145,184.3081958566344,EPA,8.272416689571955
Transportation,diesel_car,210.2308234089677,mile,0.463,97.33687123835205,104.90662230958162,EPA,7.776858835634107
Transportation,diesel_car,305.70871352634697,mile,0.463,141.54313436269865,130.82680253789115,EPA,7.57107144267932
Transportation,diesel_car,160.4987965620031,mile,0.463,74.31094280820743,72.50290394677641,EPA,2.433072160176284
Transportation,diesel_car,333.69612318991557,mile,0.463,154.50130503693092,155.94659276309824,EPA,0.9354534098089663
Transportation,diesel_car,362.52298535086305,mile,0.463,167.8481422174496,178.83002739606036,EPA,6.542750508601738
Transportation,diesel_car,160.81420364522688,mile,0.463,74.45697628774005,75.4276054494717,EPA,1.3036107697694312
Transportation,diesel_car,31.380565956675444,mile,0.463,14.529202037940731,13.426343862359852,EPA,7.590631424223698
Transportation,diesel_car,36.52546966596651,mile,0.463,16.911292455342494,18.270179095603822,EPA,8.03538016890033
Transportation,diesel_car,58.44870064552398,mile,0.463,27.061748398877604,25.112883754028903,EPA,7.201547424517224
Transportation,diesel_car,238.34941043867684,mile,0.463,110.35577703310739,118.24780931657767,EPA,7.151444623603736
Transportation,diesel_car,321.1486789379372,mile,0.463,148.69183834826492,134.07704118722398,EPA,9.828916854743749
Transportation,diesel_car,363.08105902214277,mile,0.463,168.1065303272521,176.71739086924111,EPA,5.1222641531095165
Transportation,diesel_car,211.80062449988426,mile,0.463,98.06368914344642,107.58105160282875,EPA,9.70528698493123
Transportation,diesel_car,330.7421236732138,mile,0.463,153.133603260698,157.45939131695016,EPA,2.824845732185792
Transportation,diesel_car,80.56316338314099,mile,0.463,37.30074464639428,37.94480076717433,EPA,1.726657542324181
Transportation,diesel_car,216.45665624379023,mile,0.463,100.21943184087489,105.71045280538034,EPA,5.478998297679351
Transportation,diesel_car,436.7283221014509,mile,0.463,202.20521313297178,214.66564352285258,EPA,6.162269605624222
Transportation,diesel_car,186.47369038061106,mile,0.463,86.33731864622293,79.71680338361935,EPA,7.66819651850887
Transportation,diesel_car,401.0633019486398,mile,0.463,185.69230880222023,174.3253948743574,EPA,6.121370347099106
Transportation,diesel_car,68.05914338066367,mile,0.463,31.51138338524728,34.01330142633398,EPA,7.939727718390256
Transportation,diesel_car,442.92762302026034,mile,0.463,205.07548945838056,193.09029485086933,EPA,5.844284287295869
Transportation,diesel_car,194.28621643613786,mile,0.463,89.95451820993183,94.07079607081111,EPA,4.575954541019156
Transportation,diesel_car,341.9249367794154,mile,0.463,158.31124572886935,172.8361279107165,EPA,9.174889702228157
Transportation,diesel_car,441.39447719996195,mile,0.463,204.3656429435824,218.05916257051302,EPA,6.700499863722634
Transportation,diesel_car,240.96242216058138,mile,0.463,111.56560146034919,116.54623829076085,EPA,4.464312265803367
Transportation,diesel_car,243.59721939713313,mile,0.463,112.78551258087265,108.82387679692125,EPA,3.512539592450502
Transportation,diesel_car,83.86520289526031,mile,0.463,38.82958894050552,39.440419540541356,EPA,1.5731060170936748
Transportation,diesel_car,157.04891525582985,mile,0.463,72.71364776344923,70.36820560516978,EPA,3.2255872596429285
Transportation,diesel_car,290.20470287223304,mile,0.463,134.3647774298439,129.28546226308922,EPA,3.7802430546999317
Transportation,diesel_car,354.7737200808477,mile,0.463,164.26023239743247,149.62063423348755,EPA,8.912442135430556
Transportation,diesel_car,390.6982977390723,mile,0.463,180.89331185319048,197.8385547959909,EPA,9.367534249443581
Transportation,diesel_car,419.8911402624079,mile,0.463,194.40959794149487,180.51026184724822,EPA,7.149511259433538
Transportation,diesel_car,278.79926645769933,mile,0.463,129.0840603699148,127.62006910838402,EPA,1.1341379077598235
Transportation,diesel_car,310.5990774940202,mile,0.463,143.80737287973136,134.43369245690198,EPA,6.51821964001022
Transportation,diesel_car,436.62262725977706,mile,0.463,202.1562764212768,220.47131630665638,EPA,9.059842320805595
Transportation,hybrid_car,75.61505899595693,mile,0.2,15.123011799191387,16.221256015275646,EPA,7.262073392966481
Transportation,hybrid_car,418.79443444156726,mile,0.2,83.75888688831346,82.13483533706385,EPA,1.9389602841966669
Transportation,hybrid_car,163.30375925838467,mile,0.2,32.660751851676935,34.05245697637877,EPA,4.261093348438581
Transportation,hybrid_car,242.42499523426216,mile,0.2,48.48499904685244,50.692425706093374,EPA,4.5528033466760265
Transportation,hybrid_car,314.22040853764116,mile,0.2,62.84408170752823,58.94520337137323,EPA,6.204050135222113
Transportation,hybrid_car,397.54333281797756,mile,0.2,79.50866656359551,79.12797203411078,EPA,0.47880884680694175
Transportation,hybrid_car,92.56763571383247,mile,0.2,18.513527142766495,19.81709130868592,EPA,7.041144325805831
Transportation,hybrid_car,31.52626491270399,mile,0.2,6.305252982540798,6.2080332944595575,EPA,1.5418840187767477
Transportation,hybrid_car,242.45623187700488,mile,0.2,48.491246375400976,47.46439860070336,EPA,2.117594105022885
Transportation,hybrid_car,361.58195721164174,mile,0.2,72.31639144232835,68.89233868208414,EPA,4.73482248208535
Transportation,hybrid_car,137.28066446897935,mile,0.2,27.45613289379587,25.5135766681493,EPA,7.075126832903404
Transportation,hybrid_car,440.3858452555468,mile,0.2,88.07716905110937,80.39839104366501,EPA,8.718238892292863
Transportation,hybrid_car,117.82672994962975,mile,0.2,23.56534598992595,24.376203534648155,EPA,3.4408896227063273
Transportation,hybrid_car,470.35064536620905,mile,0.2,94.07012907324182,89.89021906306168,EPA,4.443397762243647
Transportation,hybrid_car,154.3168183159261,mile,0.2,30.863363663185222,32.48156905478204,EPA,5.24312712397925
Transportation,hybrid_car,123.42310030717998,mile,0.2,24.684620061435997,24.98629990070766,EPA,1.2221368549357121
Transportation,hybrid_car,365.31555403336614,mile,0.2,73.06311080667324,69.82887999634025,EPA,4.426626206610394
Transportation,hybrid_car,15.205787663842273,mile,0.2,3.041157532768455,3.225725631815954,EPA,6.069008167409249
Transportation,hybrid_car,13.199579176143082,mile,0.2,2.6399158352286167,2.7077645753164914,EPA,2.5701099702672514
Transportation,hybrid_car,249.1015369298841,mile,0.2,49.820307385976825,48.15161539117275,EPA,3.3494213150394443
Transportation,hybrid_car,178.36888475436203,mile,0.2,35.67377695087241,36.854290775453215,EPA,3.309192144713281
Transportation,hybrid_car,393.4190256260734,mile,0.2,78.68380512521469,73.4090181318208,EPA,6.703777206757826
Transportation,hybrid_car,485.4868674504578,mile,0.2,97.09737349009157,88.67238223807416,EPA,8.676847734585886
Transportation,hybrid_car,50.608142763289955,mile,0.2,10.121628552657992,10.753759654899975,EPA,6.245349737478582
Transportation,hybrid_car,189.2773659625929,mile,0.2,37.85547319251858,38.155948805671045,EPA,0.7937441743875697
Transportation,hybrid_car,48.59039577712181,mile,0.2,9.718079155424363,9.313841835265956,EPA,4.159642185387763
Transportation,hybrid_car,167.14262693610863,mile,0.2,33.428525387221725,32.258557932665944,EPA,3.4999074622747464
Transportation,hybrid_car,288.81400937735344,mile,0.2,57.76280187547069,52.45517435404277,EPA,9.188660087629579
Transportation,hybrid_car,205.44066243435904,mile,0.2,41.088132486871814,41.037694576829324,EPA,0.12275542106618119
Transportation,hybrid_car,429.24899060221924,mile,0.2,85.84979812044385,82.29119471446309,EPA,4.145150581470422
Transportation,hybrid_car,275.6186873723409,mile,0.2,55.123737474468186,50.81546877466901,EPA,7.815632424769187
Transportation,hybrid_car,189.71113028006397,mile,0.2,37.94222605601279,37.330287200862784,EPA,1.6128174826817592
Transportation,hybrid_car,245.1913944271339,mile,0.2,49.038278885426784,48.150263731150034,EPA,1.8108611771459444
Transportation,hybrid_car,317.33549753775856,mile,0.2,63.467099507551715,64.6488730618764,EPA,1.8620254643653138
Transportation,hybrid_car,205.83861220392637,mile,0.2,41.167722440785276,37.286323698620876,EPA,9.428257168579867
Transportation,hybrid_car,114.03530080110419,mile,0.2,22.80706016022084,22.74383584425264,EPA,0.2772137904843713
Transportation,hybrid_car,200.21841814821727,mile,0.2,40.04368362964345,41.88601881068907,EPA,4.600813446847281
Transportation,hybrid_car,301.2298620678728,mile,0.2,60.245972413574556,54.88397943377948,EPA,8.900168368079852
Transportation,hybrid_car,121.34721334651397,mile,0.2,24.269442669302794,25.59839584048516,EPA,5.475828964392713
Transportation,hybrid_car,54.921829102321226,mile,0.2,10.984365820464246,11.000669872768892,EPA,0.14842961870653307
Transportation,hybrid_car,292.63097306577043,mile,0.2,58.52619461315409,63.36664615878246,EPA,8.270572822345176
Transportation,hybrid_car,263.1695895144781,mile,0.2,52.633917902895625,55.145479547682534,EPA,4.771755067560222
Transportation,hybrid_car,347.59455217134126,mile,0.2,69.51891043426825,76.4244848506657,EPA,9.933375499213035
Transportation,hybrid_car,483.30938070345553,mile,0.2,96.6618761406911,95.27907178223475,EPA,1.430558161775886
Transportation,hybrid_car,205.48586740384948,mile,0.2,41.0971734807699,41.56273971263744,EPA,1.1328424619892359
Transportation,hybrid_car,484.27881825086325,mile,0.2,96.85576365017266,105.86009445530365,EPA,9.29663911138337
Transportation,hybrid_car,437.75983330414283,mile,0.2,87.55196666082857,86.18562239021558,EPA,1.5606094559887222
Transportation,hybrid_car,208.63271829830472,mile,0.2,41.72654365966095,39.35928707178932,EPA,5.673263060511217
Transportation,hybrid_car,417.8939688058022,mile,0.2,83.57879376116045,76.70136002503074,EPA,8.228682691668254
Transportation,hybrid_car,344.79307144218933,mile,0.2,68.95861428843787,62.75001617103575,EPA,9.003368442748856
Transportation,hybrid_car,52.80316424148049,mile,0.2,10.560632848296098,11.191916476464716,EPA,5.977706423819777
Transportation,hybrid_car,241.82585906435867,mile,0.2,48.365171812871736,44.502160588380136,EPA,7.987175646636517
Transportation,hybrid_car,154.52573120674796,mile,0.2,30.905146241349595,27.97084959513653,EPA,9.494524385350152
